 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
122,0.097,0,0,0,0,0,231.208,4.770,231.208,4.770,1.229,231.118,4.500,0.180,0.540,0.609,0.203,90.000,0.809,0.569,0,0,NaN,NaN,100,0,1,1284,25,108.435,0.180,3.000,0.333,1.000
123,0.032,0,0,0,0,0,242.728,4.770,242.728,4.770,0.509,242.638,4.680,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1348,26,135.000,0.180,1.000,1.000,1.000
124,0.032,0,0,0,0,0,268.108,4.770,268.108,4.770,0.509,268.018,4.680,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1489,26,135.000,0.180,1.000,1.000,1.000
125,0.032,0,0,0,0,0,46.710,4.950,46.710,4.950,0.509,46.620,4.860,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,259,27,135.000,0.180,1.000,1.000,1.000
126,0.032,0,0,0,0,0,54.630,4.950,54.630,4.950,0.509,54.540,4.860,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,303,27,135.000,0.180,1.000,1.000,1.000
127,0.032,0,0,0,0,0,90.989,4.950,90.989,4.950,0.509,90.899,4.860,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,505,27,135.000,0.180,1.000,1.000,1.000
128,0.032,0,0,0,0,0,239.488,4.950,239.488,4.950,0.509,239.398,4.860,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1330,27,135.000,0.180,1.000,1.000,1.000
129,0.032,0,0,0,0,0,251.728,4.950,251.728,4.950,0.509,251.638,4.860,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1398,27,135.000,0.180,1.000,1.000,1.000
130,0.097,0,0,0,0,0,20.430,5.310,20.430,5.310,1.527,20.160,5.040,0.540,0.540,0.714,0.173,135.000,0.524,0.764,0,0,NaN,NaN,100,0,1,112,28,135.000,0.255,4.123,0.243,0.600
131,0.842,0,0,0,0,0,152.957,6.286,152.957,6.286,6.804,152.459,5.040,1.080,2.340,1.788,0.600,79.000,0.229,2.401,0,0,NaN,NaN,100,0,1,848,41,77.005,0.989,2.981,0.335,0.515
132,0.032,0,0,0,0,0,165.329,5.130,165.329,5.130,0.509,165.239,5.040,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,918,28,135.000,0.180,1.000,1.000,1.000
133,0.032,0,0,0,0,0,225.448,5.130,225.448,5.130,0.509,225.358,5.040,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1252,28,135.000,0.180,1.000,1.000,1.000
134,0.032,0,0,0,0,0,242.548,5.130,242.548,5.130,0.509,242.458,5.040,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1347,28,135.000,0.180,1.000,1.000,1.000
135,0.065,0,0,0,0,0,267.748,5.220,267.748,5.220,0.869,267.658,5.040,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1487,28,116.565,0.180,2.000,0.500,1.000
136,0.032,0,0,0,0,0,167.489,5.490,167.489,5.490,0.509,167.399,5.400,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,930,30,135.000,0.180,1.000,1.000,1.000
137,0.065,0,0,0,0,0,231.748,5.580,231.748,5.580,0.869,231.658,5.400,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1287,30,116.565,0.180,2.000,0.500,1.000
138,0.032,0,0,0,0,0,252.628,5.490,252.628,5.490,0.509,252.538,5.400,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1403,30,135.000,0.180,1.000,1.000,1.000
139,0.356,0,0,0,0,0,162.563,5.850,162.563,5.850,3.222,161.819,5.580,1.440,0.540,1.382,0.328,159.397,0.431,1.538,0,0,NaN,NaN,100,0,1,899,31,159.444,0.483,4.212,0.237,0.688
140,0.130,0,0,0,0,0,35.235,6.075,35.235,6.075,1.378,35.100,5.760,0.360,0.540,0.574,0.287,108.435,0.857,0.649,0,0,NaN,NaN,100,0,1,195,32,123.690,0.360,2.000,0.500,0.800
141,0.032,0,0,0,0,0,166.049,5.850,166.049,5.850,0.509,165.959,5.760,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,922,32,135.000,0.180,1.000,1.000,1.000
142,0.194,0,0,0,0,0,46.440,6.300,46.440,6.300,2.036,46.080,5.940,0.720,0.720,0.932,0.265,126.449,0.589,1.018,0,0,NaN,NaN,100,0,1,256,33,135.000,0.399,3.513,0.285,0.600
143,0.032,0,0,0,0,0,238.948,6.030,238.948,6.030,0.509,238.858,5.940,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1327,33,135.000,0.180,1.000,1.000,1.000
144,0.032,0,0,0,0,0,239.668,6.030,239.668,6.030,0.509,239.578,5.940,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1331,33,135.000,0.180,1.000,1.000,1.000
145,0.032,0,0,0,0,0,242.368,6.030,242.368,6.030,0.509,242.278,5.940,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1346,33,135.000,0.180,1.000,1.000,1.000
146,0.032,0,0,0,0,0,166.409,6.210,166.409,6.210,0.509,166.319,6.120,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,924,34,135.000,0.180,1.000,1.000,1.000
147,0.065,0,0,0,0,0,11.970,6.480,11.970,6.480,0.869,11.880,6.300,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,66,35,116.565,0.180,2.000,0.500,1.000
148,0.065,0,0,0,0,0,67.859,6.480,67.859,6.480,1.018,67.679,6.300,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,376,37,45.000,0.255,2.646,0.378,0.667
149,0.032,0,0,0,0,0,149.849,6.390,149.849,6.390,0.509,149.759,6.300,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,832,35,135.000,0.180,1.000,1.000,1.000
150,0.032,0,0,0,0,0,163.349,6.390,163.349,6.390,0.509,163.259,6.300,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,907,35,135.000,0.180,1.000,1.000,1.000
151,0.032,0,0,0,0,0,166.949,6.390,166.949,6.390,0.509,166.859,6.300,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,927,35,135.000,0.180,1.000,1.000,1.000
152,0.032,0,0,0,0,0,40.230,6.570,40.230,6.570,0.509,40.140,6.480,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,223,36,135.000,0.180,1.000,1.000,1.000
153,0.032,0,0,0,0,0,47.250,6.570,47.250,6.570,0.509,47.160,6.480,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,262,36,135.000,0.180,1.000,1.000,1.000
154,1.782,0,0,0,0,0,149.826,7.630,149.826,7.630,14.222,146.519,6.480,6.120,2.520,5.068,0.448,161.360,0.111,6.618,0,0,NaN,NaN,100,0,1,814,36,157.620,0.885,11.320,0.088,0.391
155,0.097,0,0,0,0,0,167.189,6.870,167.189,6.870,1.018,167.039,6.660,0.360,0.360,0.426,0.291,135.000,1.000,0.509,0,0,NaN,NaN,100,0,1,928,37,135.000,0.360,1.464,0.683,0.857
156,0.389,0,0,0,0,0,224.098,7.365,224.098,7.365,3.327,223.918,6.660,0.540,1.260,1.193,0.415,98.514,0.441,1.371,0,0,NaN,NaN,100,0,1,1244,37,113.199,0.540,2.873,0.348,0.750
157,0.032,0,0,0,0,0,12.150,6.930,12.150,6.930,0.509,12.060,6.840,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,67,38,135.000,0.180,1.000,1.000,1.000
158,0.518,0,0,0,0,0,47.148,7.515,47.148,7.515,3.836,46.800,6.840,0.720,1.620,1.383,0.477,102.228,0.443,1.660,0,0,NaN,NaN,100,0,1,262,38,102.529,0.625,2.897,0.345,0.653
159,0.032,0,0,0,0,0,237.508,6.930,237.508,6.930,0.509,237.418,6.840,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1319,38,135.000,0.180,1.000,1.000,1.000
160,0.097,0,0,0,0,0,236.428,7.290,236.428,7.290,1.527,236.158,7.020,0.540,0.540,0.714,0.173,45.000,0.524,0.764,0,0,NaN,NaN,100,0,1,1312,42,45.000,0.255,4.123,0.243,0.600
161,2.527,0,0,0,0,0,178.602,9.053,178.602,9.053,10.368,177.479,7.200,2.160,3.600,3.603,0.893,121.128,0.295,4.109,0,0,NaN,NaN,100,0,1,987,40,118.811,1.384,4.035,0.248,0.607
162,0.065,0,0,0,0,0,231.028,7.380,231.028,7.380,0.869,230.938,7.200,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1283,40,116.565,0.180,2.000,0.500,1.000
163,0.065,0,0,0,0,0,36.090,7.560,36.090,7.560,0.869,36.000,7.380,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,200,41,116.565,0.180,2.000,0.500,1.000
164,0.032,0,0,0,0,0,65.069,7.470,65.069,7.470,0.509,64.979,7.380,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,361,41,135.000,0.180,1.000,1.000,1.000
165,0.032,0,0,0,0,0,91.169,7.470,91.169,7.470,0.509,91.079,7.380,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,506,41,135.000,0.180,1.000,1.000,1.000
166,0.032,0,0,0,0,0,104.849,7.470,104.849,7.470,0.509,104.759,7.380,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,582,41,135.000,0.180,1.000,1.000,1.000
167,0.032,0,0,0,0,0,65.429,7.650,65.429,7.650,0.509,65.339,7.560,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,363,42,135.000,0.180,1.000,1.000,1.000
168,0.032,0,0,0,0,0,65.969,7.650,65.969,7.650,0.509,65.879,7.560,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,366,42,135.000,0.180,1.000,1.000,1.000
169,0.032,0,0,0,0,0,104.489,7.650,104.489,7.650,0.509,104.399,7.560,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,580,42,135.000,0.180,1.000,1.000,1.000
170,0.032,0,0,0,0,0,255.328,7.650,255.328,7.650,0.509,255.238,7.560,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1418,42,135.000,0.180,1.000,1.000,1.000
171,0.032,0,0,0,0,0,145.169,7.830,145.169,7.830,0.509,145.079,7.740,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,806,43,135.000,0.180,1.000,1.000,1.000
172,0.032,0,0,0,0,0,149.849,8.010,149.849,8.010,0.509,149.759,7.920,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,832,44,135.000,0.180,1.000,1.000,1.000
173,0.130,0,0,0,0,0,223.558,8.550,223.558,8.550,1.378,223.378,8.280,0.360,0.540,0.579,0.285,58.283,0.857,0.649,0,0,NaN,NaN,100,0,1,1241,49,56.310,0.360,2.031,0.492,0.800
174,0.065,0,0,0,0,0,269.818,8.370,269.818,8.370,0.764,269.638,8.280,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1498,46,153.435,0.180,2.000,0.500,1.000
175,0.032,0,0,0,0,0,29.430,8.550,29.430,8.550,0.509,29.340,8.460,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,163,47,135.000,0.180,1.000,1.000,1.000
176,0.032,0,0,0,0,0,63.629,8.550,63.629,8.550,0.509,63.539,8.460,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,353,47,135.000,0.180,1.000,1.000,1.000
177,0.032,0,0,0,0,0,29.070,8.730,29.070,8.730,0.509,28.980,8.640,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,161,48,135.000,0.180,1.000,1.000,1.000
178,0.065,0,0,0,0,0,209.158,8.730,209.158,8.730,0.764,208.978,8.640,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1161,48,153.435,0.180,2.000,0.500,1.000
179,0.065,0,0,0,0,0,43.380,9.000,43.380,9.000,1.018,43.200,8.820,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,240,51,45.000,0.255,2.646,0.378,0.667
180,0.032,0,0,0,0,0,224.548,8.910,224.548,8.910,0.509,224.458,8.820,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1247,49,135.000,0.180,1.000,1.000,1.000
181,0.032,0,0,0,0,0,233.728,8.910,233.728,8.910,0.509,233.638,8.820,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1298,49,135.000,0.180,1.000,1.000,1.000
182,0.162,0,0,0,0,0,16.758,9.162,16.758,9.162,1.633,16.380,9.000,0.720,0.360,0.734,0.281,159.006,0.764,0.805,0,0,NaN,NaN,100,0,1,91,50,153.435,0.360,2.610,0.383,0.769
183,0.032,0,0,0,0,0,19.890,9.090,19.890,9.090,0.509,19.800,9.000,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,110,50,135.000,0.180,1.000,1.000,1.000
184,0.065,0,0,0,0,0,19.440,9.270,19.440,9.270,0.764,19.260,9.180,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,107,51,153.435,0.180,2.000,0.500,1.000
185,0.032,0,0,0,0,0,23.310,9.270,23.310,9.270,0.509,23.220,9.180,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,129,51,135.000,0.180,1.000,1.000,1.000
186,0.486,0,0,0,0,0,46.554,9.378,46.554,9.378,5.171,45.360,9.180,2.340,0.540,1.766,0.350,177.857,0.228,2.368,0,0,NaN,NaN,100,0,1,252,52,171.254,0.538,5.039,0.198,0.500
187,0.032,0,0,0,0,0,223.648,9.270,223.648,9.270,0.509,223.558,9.180,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1242,51,135.000,0.180,1.000,1.000,1.000
188,0.680,0,0,0,0,0,224.000,10.564,224.000,10.564,6.655,223.378,9.180,1.080,2.340,1.696,0.511,66.320,0.193,2.448,0,0,NaN,NaN,100,0,1,1243,64,72.897,0.953,3.321,0.301,0.433
189,0.130,0,0,0,0,0,42.795,9.720,42.795,9.720,1.738,42.660,9.360,0.360,0.720,0.714,0.231,72.391,0.539,0.805,0,0,NaN,NaN,100,0,1,237,56,63.435,0.342,3.093,0.323,0.667
190,0.065,0,0,0,0,0,86.219,9.540,86.219,9.540,1.018,86.039,9.360,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,478,52,135.000,0.255,2.646,0.378,0.667
191,0.097,0,0,0,0,0,208.348,9.450,208.348,9.450,1.124,208.078,9.360,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,1156,52,161.565,0.180,3.000,0.333,1.000
192,0.032,0,0,0,0,0,178.289,9.630,178.289,9.630,0.509,178.199,9.540,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,990,53,135.000,0.180,1.000,1.000,1.000
193,0.032,0,0,0,0,0,44.910,9.810,44.910,9.810,0.509,44.820,9.720,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,249,54,135.000,0.180,1.000,1.000,1.000
194,0.551,0,0,0,0,0,48.997,10.551,48.997,10.551,4.749,48.420,9.720,1.260,1.620,1.556,0.451,131.903,0.307,2.052,0,0,NaN,NaN,100,0,1,269,54,127.875,0.759,3.452,0.290,0.515
195,0.454,0,0,0,0,0,222.375,10.324,222.375,10.324,3.222,221.938,9.720,0.720,1.260,0.914,0.632,82.839,0.549,1.310,0,0,NaN,NaN,100,0,1,1235,61,74.055,0.720,1.447,0.691,0.667
196,0.032,0,0,0,0,0,152.729,10.170,152.729,10.170,0.509,152.639,10.080,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,848,56,135.000,0.180,1.000,1.000,1.000
197,0.032,0,0,0,0,0,241.468,10.170,241.468,10.170,0.509,241.378,10.080,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1341,56,135.000,0.180,1.000,1.000,1.000
198,0.065,0,0,0,0,0,248.488,10.260,248.488,10.260,0.869,248.398,10.080,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1380,56,116.565,0.180,2.000,0.500,1.000
199,0.032,0,0,0,0,0,25.110,10.350,25.110,10.350,0.509,25.020,10.260,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,139,57,135.000,0.180,1.000,1.000,1.000
200,0.065,0,0,0,0,0,207.538,10.350,207.538,10.350,0.764,207.358,10.260,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1152,57,153.435,0.180,2.000,0.500,1.000
201,0.065,0,0,0,0,0,43.830,10.620,43.830,10.620,0.869,43.740,10.440,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,243,58,116.565,0.180,2.000,0.500,1.000
202,0.065,0,0,0,0,0,47.430,10.800,47.430,10.800,0.869,47.340,10.620,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,263,59,116.565,0.180,2.000,0.500,1.000
203,0.032,0,0,0,0,0,206.728,10.710,206.728,10.710,0.509,206.638,10.620,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1148,59,135.000,0.180,1.000,1.000,1.000
204,0.032,0,0,0,0,0,39.510,10.890,39.510,10.890,0.509,39.420,10.800,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,219,60,135.000,0.180,1.000,1.000,1.000
205,0.907,0,0,0,0,0,221.925,12.150,221.925,12.150,6.866,221.578,10.800,0.720,2.880,2.526,0.457,84.695,0.242,2.886,0,0,NaN,NaN,100,0,1,1232,60,93.576,0.649,5.526,0.181,0.596
206,0.032,0,0,0,0,0,243.988,10.890,243.988,10.890,0.509,243.898,10.800,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1355,60,135.000,0.180,1.000,1.000,1.000
207,0.227,0,0,0,0,0,245.171,10.967,245.171,10.967,2.353,244.618,10.800,1.080,0.360,1.072,0.269,165.911,0.515,1.138,0,0,NaN,NaN,100,0,1,1359,60,161.565,0.360,3.982,0.251,0.737
208,0.097,0,0,0,0,0,248.548,11.010,248.548,11.010,1.018,248.398,10.800,0.360,0.360,0.426,0.291,135.000,1.000,0.509,0,0,NaN,NaN,100,0,1,1380,60,135.000,0.360,1.464,0.683,0.857
209,0.097,0,0,0,0,0,20.970,11.250,20.970,11.250,1.229,20.880,10.980,0.180,0.540,0.609,0.203,90.000,0.809,0.569,0,0,NaN,NaN,100,0,1,116,61,108.435,0.180,3.000,0.333,1.000
210,0.065,0,0,0,0,0,46.080,11.070,46.080,11.070,0.764,45.900,10.980,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,255,61,153.435,0.180,2.000,0.500,1.000
211,2.041,0,0,0,0,0,49.692,13.267,49.692,13.267,13.335,47.700,10.980,3.420,4.500,3.557,0.731,117.111,0.144,5.652,0,0,NaN,NaN,100,0,1,265,61,127.235,1.429,4.870,0.205,0.351
212,0.032,0,0,0,0,0,243.448,11.070,243.448,11.070,0.509,243.358,10.980,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1352,61,135.000,0.180,1.000,1.000,1.000
213,0.065,0,0,0,0,0,44.460,11.340,44.460,11.340,1.018,44.280,11.160,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,246,64,45.000,0.255,2.646,0.378,0.667
214,0.032,0,0,0,0,0,63.089,11.250,63.089,11.250,0.509,62.999,11.160,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,350,62,135.000,0.180,1.000,1.000,1.000
215,0.032,0,0,0,0,0,205.828,11.250,205.828,11.250,0.509,205.738,11.160,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1143,62,135.000,0.180,1.000,1.000,1.000
216,0.032,0,0,0,0,0,39.510,11.430,39.510,11.430,0.509,39.420,11.340,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,219,63,135.000,0.180,1.000,1.000,1.000
217,0.032,0,0,0,0,0,40.590,11.610,40.590,11.610,0.509,40.500,11.520,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,225,64,135.000,0.180,1.000,1.000,1.000
218,0.065,0,0,0,0,0,40.950,11.700,40.950,11.700,0.869,40.860,11.520,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,227,64,116.565,0.180,2.000,0.500,1.000
219,1.393,0,0,0,0,0,41.293,12.602,41.293,12.602,8.691,39.960,11.520,2.340,1.800,1.897,0.935,28.246,0.232,2.676,0,0,NaN,NaN,100,0,1,223,74,42.274,1.610,2.029,0.493,0.439
220,0.032,0,0,0,0,0,43.290,11.610,43.290,11.610,0.509,43.200,11.520,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,240,64,135.000,0.180,1.000,1.000,1.000
221,0.032,0,0,0,0,0,44.730,11.610,44.730,11.610,0.509,44.640,11.520,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,248,64,135.000,0.180,1.000,1.000,1.000
222,0.032,0,0,0,0,0,17.370,11.790,17.370,11.790,0.509,17.280,11.700,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,96,65,135.000,0.180,1.000,1.000,1.000
223,0.032,0,0,0,0,0,21.150,11.790,21.150,11.790,0.509,21.060,11.700,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,117,65,135.000,0.180,1.000,1.000,1.000
224,0.421,0,0,0,0,0,43.871,12.427,43.871,12.427,4.135,43.200,11.700,1.080,1.620,1.669,0.321,61.598,0.310,1.947,0,0,NaN,NaN,100,0,1,240,74,56.310,0.563,5.196,0.192,0.491
225,0.486,0,0,0,0,0,253.624,12.030,253.624,12.030,3.371,252.898,11.700,1.440,0.720,1.334,0.464,166.961,0.537,1.484,0,0,NaN,NaN,100,0,1,1405,66,165.964,0.655,2.874,0.348,0.667
226,0.032,0,0,0,0,0,38.070,11.970,38.070,11.970,0.509,37.980,11.880,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,211,66,135.000,0.180,1.000,1.000,1.000
227,0.032,0,0,0,0,0,105.029,11.970,105.029,11.970,0.509,104.939,11.880,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,583,66,135.000,0.180,1.000,1.000,1.000
228,0.032,0,0,0,0,0,255.328,11.970,255.328,11.970,0.509,255.238,11.880,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1418,66,135.000,0.180,1.000,1.000,1.000
229,0.032,0,0,0,0,0,6.210,12.150,6.210,12.150,0.509,6.120,12.060,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,34,67,135.000,0.180,1.000,1.000,1.000
230,0.032,0,0,0,0,0,38.430,12.150,38.430,12.150,0.509,38.340,12.060,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,213,67,135.000,0.180,1.000,1.000,1.000
231,0.032,0,0,0,0,0,39.690,12.150,39.690,12.150,0.509,39.600,12.060,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,220,67,135.000,0.180,1.000,1.000,1.000
232,0.032,0,0,0,0,0,233.368,12.150,233.368,12.150,0.509,233.278,12.060,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1296,67,135.000,0.180,1.000,1.000,1.000
233,0.032,0,0,0,0,0,236.608,12.150,236.608,12.150,0.509,236.518,12.060,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1314,67,135.000,0.180,1.000,1.000,1.000
234,1.555,0,0,0,0,0,20.036,14.647,20.036,14.647,10.535,18.900,12.240,2.160,3.960,3.239,0.611,64.274,0.176,4.279,0,0,NaN,NaN,100,0,1,108,90,67.751,1.160,5.298,0.189,0.427
235,0.065,0,0,0,0,0,37.620,12.420,37.620,12.420,1.018,37.440,12.240,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,208,70,45.000,0.255,2.646,0.378,0.667
236,0.065,0,0,0,0,0,77.759,12.420,77.759,12.420,1.018,77.579,12.240,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,431,68,135.000,0.255,2.646,0.378,0.667
237,0.032,0,0,0,0,0,98.009,12.330,98.009,12.330,0.509,97.919,12.240,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,544,68,135.000,0.180,1.000,1.000,1.000
238,0.032,0,0,0,0,0,252.448,12.330,252.448,12.330,0.509,252.358,12.240,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1402,68,135.000,0.180,1.000,1.000,1.000
239,0.194,0,0,0,0,0,17.970,12.930,17.970,12.930,2.396,17.640,12.420,0.540,0.900,0.808,0.306,110.457,0.425,1.050,0,0,NaN,NaN,100,0,1,98,69,120.964,0.480,2.640,0.379,0.545
240,0.032,0,0,0,0,0,190.708,12.510,190.708,12.510,0.509,190.618,12.420,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1059,69,135.000,0.180,1.000,1.000,1.000
241,0.324,0,0,0,0,0,253.798,13.050,253.798,13.050,2.098,253.618,12.600,0.360,0.900,1.016,0.406,90.000,0.925,0.969,0,0,NaN,NaN,100,0,1,1409,70,111.801,0.360,2.500,0.400,1.000
242,0.065,0,0,0,0,0,35.190,12.960,35.190,12.960,0.869,35.100,12.780,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,195,71,116.565,0.180,2.000,0.500,1.000
