 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
459,0.259,0,0,0,0,0,141.456,24.300,141.456,24.300,3.476,141.119,23.580,0.720,1.440,1.378,0.239,70.622,0.270,1.610,0,0,NaN,NaN,100,0,1,784,139,63.435,0.398,5.756,0.174,0.500
460,0.065,0,0,0,0,0,24.660,23.850,24.660,23.850,0.764,24.480,23.760,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,136,132,153.435,0.180,2.000,0.500,1.000
461,0.065,0,0,0,0,0,37.800,23.940,37.800,23.940,1.018,37.620,23.760,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,209,134,45.000,0.255,2.646,0.378,0.667
462,0.032,0,0,0,0,0,130.769,23.850,130.769,23.850,0.509,130.679,23.760,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,726,132,135.000,0.180,1.000,1.000,1.000
463,1.393,0,0,0,0,0,25.114,25.177,25.114,25.177,9.666,23.940,23.940,1.980,2.880,1.806,0.982,62.814,0.187,3.017,0,0,NaN,NaN,100,0,1,138,149,72.646,1.645,1.839,0.544,0.420
464,0.356,0,0,0,0,0,74.888,24.570,74.888,24.570,3.476,74.519,23.940,0.540,1.260,1.119,0.406,90.000,0.371,1.310,0,0,NaN,NaN,100,0,1,415,140,74.055,0.540,2.758,0.363,0.647
465,0.292,0,0,0,0,0,29.010,24.870,29.010,24.870,4.029,28.440,24.120,1.080,1.260,1.129,0.329,58.776,0.226,1.660,0,0,NaN,NaN,100,0,1,158,141,49.399,0.684,3.434,0.291,0.409
466,0.097,0,0,0,0,0,18.270,24.510,18.270,24.510,1.273,18.000,24.300,0.540,0.360,0.578,0.214,151.845,0.754,0.649,0,0,NaN,NaN,100,0,1,100,135,146.310,0.322,2.702,0.370,0.667
467,0.032,0,0,0,0,0,43.290,24.390,43.290,24.390,0.509,43.200,24.300,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,240,135,135.000,0.180,1.000,1.000,1.000
468,0.130,0,0,0,0,0,11.970,24.840,11.970,24.840,1.589,11.880,24.480,0.180,0.720,0.812,0.203,90.000,0.645,0.742,0,0,NaN,NaN,100,0,1,66,136,104.036,0.180,4.000,0.250,1.000
469,0.032,0,0,0,0,0,118.349,24.570,118.349,24.570,0.509,118.259,24.480,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,657,136,135.000,0.180,1.000,1.000,1.000
470,0.194,0,0,0,0,0,58.380,24.990,58.380,24.990,1.887,57.960,24.660,0.720,0.540,0.790,0.313,32.243,0.686,0.900,0,0,NaN,NaN,100,0,1,322,140,36.870,0.449,2.519,0.397,0.706
471,0.032,0,0,0,0,0,162.809,24.750,162.809,24.750,0.509,162.719,24.660,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,904,137,135.000,0.180,1.000,1.000,1.000
472,0.032,0,0,0,0,0,234.988,24.750,234.988,24.750,0.509,234.898,24.660,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1305,137,135.000,0.180,1.000,1.000,1.000
473,0.065,0,0,0,0,0,14.940,25.020,14.940,25.020,1.018,14.760,24.840,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,82,140,45.000,0.255,2.646,0.378,0.667
474,0.032,0,0,0,0,0,18.810,24.930,18.810,24.930,0.509,18.720,24.840,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,104,138,135.000,0.180,1.000,1.000,1.000
475,0.032,0,0,0,0,0,35.550,24.930,35.550,24.930,0.509,35.460,24.840,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,197,138,135.000,0.180,1.000,1.000,1.000
476,0.292,0,0,0,0,0,31.470,25.310,31.470,25.310,3.222,30.960,25.020,1.260,0.720,1.199,0.310,18.608,0.353,1.451,0,0,NaN,NaN,100,0,1,172,143,29.745,0.563,3.873,0.258,0.545
477,0.032,0,0,0,0,0,33.030,25.110,33.030,25.110,0.509,32.940,25.020,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,183,139,135.000,0.180,1.000,1.000,1.000
478,0.130,0,0,0,0,0,191.518,25.200,191.518,25.200,1.633,191.158,25.020,0.720,0.360,0.759,0.217,157.500,0.611,0.805,0,0,NaN,NaN,100,0,1,1062,139,153.435,0.322,3.493,0.286,0.667
479,0.065,0,0,0,0,0,19.170,25.380,19.170,25.380,0.869,19.080,25.200,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,106,140,116.565,0.180,2.000,0.500,1.000
480,0.065,0,0,0,0,0,66.509,25.380,66.509,25.380,0.869,66.419,25.200,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,369,140,116.565,0.180,2.000,0.500,1.000
481,0.194,0,0,0,0,0,132.509,25.740,132.509,25.740,2.458,132.299,25.200,0.360,1.080,1.066,0.232,103.164,0.404,1.138,0,0,NaN,NaN,100,0,1,735,140,108.435,0.349,4.593,0.218,0.667
482,0.486,0,0,0,0,0,138.821,25.590,138.821,25.590,2.502,138.419,25.200,0.720,0.900,0.857,0.722,95.884,0.976,0.969,0,0,NaN,NaN,100,0,1,770,140,111.801,0.720,1.186,0.843,0.882
483,0.032,0,0,0,0,0,259.108,25.290,259.108,25.290,0.509,259.018,25.200,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1439,140,135.000,0.180,1.000,1.000,1.000
484,0.032,0,0,0,0,0,11.970,25.470,11.970,25.470,0.509,11.880,25.380,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,66,141,135.000,0.180,1.000,1.000,1.000
485,0.097,0,0,0,0,0,74.729,25.590,74.729,25.590,1.018,74.519,25.380,0.360,0.360,0.426,0.291,45.000,1.000,0.509,0,0,NaN,NaN,100,0,1,414,143,45.000,0.360,1.464,0.683,0.857
486,0.421,0,0,0,0,0,183.176,25.885,183.176,25.885,3.160,182.699,25.380,1.080,0.900,1.110,0.483,139.272,0.530,1.298,0,0,NaN,NaN,100,0,1,1015,141,146.310,0.699,2.297,0.435,0.667
487,0.130,0,0,0,0,0,22.860,25.650,22.860,25.650,1.484,22.500,25.560,0.720,0.180,0.812,0.203,0.000,0.740,0.742,0,0,NaN,NaN,100,0,1,125,142,165.964,0.180,4.000,0.250,1.000
488,0.032,0,0,0,0,0,27.990,25.650,27.990,25.650,0.509,27.900,25.560,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,155,142,135.000,0.180,1.000,1.000,1.000
489,0.324,0,0,0,0,0,57.708,25.884,57.708,25.884,2.651,57.240,25.560,1.080,0.720,1.165,0.354,152.838,0.579,1.298,0,0,NaN,NaN,100,0,1,318,142,146.310,0.483,3.291,0.304,0.690
490,0.032,0,0,0,0,0,114.389,25.650,114.389,25.650,0.509,114.299,25.560,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,635,142,135.000,0.180,1.000,1.000,1.000
491,0.032,0,0,0,0,0,135.809,25.650,135.809,25.650,0.509,135.719,25.560,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,754,142,135.000,0.180,1.000,1.000,1.000
492,0.065,0,0,0,0,0,175.229,25.740,175.229,25.740,0.869,175.139,25.560,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,973,142,116.565,0.180,2.000,0.500,1.000
493,0.227,0,0,0,0,0,18.527,25.958,18.527,25.958,2.502,18.000,25.740,1.080,0.360,0.972,0.297,7.372,0.455,1.138,0,0,NaN,NaN,100,0,1,100,145,18.435,0.360,3.272,0.306,0.667
494,0.097,0,0,0,0,0,35.370,25.830,35.370,25.830,1.124,35.100,25.740,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,195,143,161.565,0.180,3.000,0.333,1.000
495,0.032,0,0,0,0,0,56.790,25.830,56.790,25.830,0.509,56.700,25.740,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,315,143,135.000,0.180,1.000,1.000,1.000
496,0.032,0,0,0,0,0,175.589,25.830,175.589,25.830,0.509,175.499,25.740,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,975,143,135.000,0.180,1.000,1.000,1.000
497,0.032,0,0,0,0,0,124.289,26.010,124.289,26.010,0.509,124.199,25.920,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,690,144,135.000,0.180,1.000,1.000,1.000
498,0.065,0,0,0,0,0,124.919,26.010,124.919,26.010,0.764,124.739,25.920,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,693,144,153.435,0.180,2.000,0.500,1.000
499,0.032,0,0,0,0,0,22.410,26.190,22.410,26.190,0.509,22.320,26.100,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,124,145,135.000,0.180,1.000,1.000,1.000
500,0.162,0,0,0,0,0,27.918,26.334,27.918,26.334,2.036,27.540,26.100,0.720,0.540,0.580,0.356,153.435,0.491,0.805,0,0,NaN,NaN,100,0,1,153,146,153.435,0.512,1.629,0.614,0.556
501,0.454,0,0,0,0,0,59.232,26.563,59.232,26.563,3.775,58.680,26.100,1.080,1.260,1.230,0.469,122.156,0.400,1.548,0,0,NaN,NaN,100,0,1,327,145,125.538,0.764,2.621,0.382,0.609
502,0.097,0,0,0,0,0,126.269,26.190,126.269,26.190,1.124,125.999,26.100,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,700,145,161.565,0.180,3.000,0.333,1.000
503,0.032,0,0,0,0,0,15.750,26.370,15.750,26.370,0.509,15.660,26.280,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,87,146,135.000,0.180,1.000,1.000,1.000
504,0.032,0,0,0,0,0,34.470,26.370,34.470,26.370,0.509,34.380,26.280,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,191,146,135.000,0.180,1.000,1.000,1.000
505,0.032,0,0,0,0,0,123.749,26.370,123.749,26.370,0.509,123.659,26.280,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,687,146,135.000,0.180,1.000,1.000,1.000
506,0.130,0,0,0,0,0,11.925,26.820,11.925,26.820,1.738,11.700,26.460,0.360,0.720,0.714,0.231,107.609,0.539,0.805,0,0,NaN,NaN,100,0,1,65,147,116.565,0.342,3.093,0.323,0.667
507,0.032,0,0,0,0,0,17.370,26.550,17.370,26.550,0.509,17.280,26.460,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,96,147,135.000,0.180,1.000,1.000,1.000
508,0.032,0,0,0,0,0,191.428,26.550,191.428,26.550,0.509,191.338,26.460,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1063,147,135.000,0.180,1.000,1.000,1.000
509,0.194,0,0,0,0,0,22.530,26.940,22.530,26.940,2.142,22.140,26.640,0.720,0.720,0.910,0.272,136.130,0.532,1.018,0,0,NaN,NaN,100,0,1,123,148,135.000,0.382,3.344,0.299,0.632
510,0.097,0,0,0,0,0,27.510,26.850,27.510,26.850,1.018,27.360,26.640,0.360,0.360,0.426,0.291,135.000,1.000,0.509,0,0,NaN,NaN,100,0,1,152,148,135.000,0.360,1.464,0.683,0.857
511,0.097,0,0,0,0,0,33.930,26.910,33.930,26.910,1.229,33.840,26.640,0.180,0.540,0.609,0.203,90.000,0.809,0.569,0,0,NaN,NaN,100,0,1,188,148,108.435,0.180,3.000,0.333,1.000
512,0.032,0,0,0,0,0,123.389,26.730,123.389,26.730,0.509,123.299,26.640,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,685,148,135.000,0.180,1.000,1.000,1.000
513,0.032,0,0,0,0,0,194.488,26.730,194.488,26.730,0.509,194.398,26.640,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1080,148,135.000,0.180,1.000,1.000,1.000
514,0.097,0,0,0,0,0,12.690,26.970,12.690,26.970,1.273,12.420,26.820,0.540,0.360,0.578,0.214,151.845,0.754,0.649,0,0,NaN,NaN,100,0,1,69,149,146.310,0.322,2.702,0.370,0.667
515,0.032,0,0,0,0,0,182.789,26.910,182.789,26.910,0.509,182.699,26.820,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1015,149,135.000,0.180,1.000,1.000,1.000
516,0.065,0,0,0,0,0,233.098,26.910,233.098,26.910,0.764,232.918,26.820,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1294,149,153.435,0.180,2.000,0.500,1.000
517,0.097,0,0,0,0,0,13.410,27.090,13.410,27.090,1.124,13.140,27.000,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,73,150,161.565,0.180,3.000,0.333,1.000
518,0.194,0,0,0,0,0,15.150,27.150,15.150,27.150,2.247,14.760,27.000,0.900,0.360,0.890,0.278,10.625,0.484,0.969,0,0,NaN,NaN,100,0,1,82,152,21.801,0.360,3.198,0.313,0.706
519,0.032,0,0,0,0,0,15.930,27.090,15.930,27.090,0.509,15.840,27.000,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,88,150,135.000,0.180,1.000,1.000,1.000
520,0.065,0,0,0,0,0,16.560,27.090,16.560,27.090,0.764,16.380,27.000,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,91,150,153.435,0.180,2.000,0.500,1.000
521,0.032,0,0,0,0,0,262.528,27.270,262.528,27.270,0.509,262.438,27.180,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1458,151,135.000,0.180,1.000,1.000,1.000
522,0.032,0,0,0,0,0,17.550,27.450,17.550,27.450,0.509,17.460,27.360,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,97,152,135.000,0.180,1.000,1.000,1.000
523,0.032,0,0,0,0,0,189.448,27.450,189.448,27.450,0.509,189.358,27.360,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1052,152,135.000,0.180,1.000,1.000,1.000
524,0.324,0,0,0,0,0,195.532,27.864,195.532,27.864,2.756,195.118,27.360,0.720,1.080,1.005,0.410,113.095,0.536,1.153,0,0,NaN,NaN,100,0,1,1084,153,128.660,0.611,2.450,0.408,0.645
525,0.032,0,0,0,0,0,206.908,27.450,206.908,27.450,0.509,206.818,27.360,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1149,152,135.000,0.180,1.000,1.000,1.000
526,0.032,0,0,0,0,0,231.388,27.450,231.388,27.450,0.509,231.298,27.360,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1285,152,135.000,0.180,1.000,1.000,1.000
527,1.458,0,0,0,0,0,0.766,28.418,0.766,28.418,9.244,0.000,27.540,1.980,2.340,1.575,1.178,48.349,0.214,2.507,0,0,NaN,NaN,100,0,1,0,153,111.038,1.980,1.337,0.748,0.404
528,0.065,0,0,0,0,0,14.220,27.720,14.220,27.720,1.018,14.040,27.540,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,78,153,135.000,0.255,2.646,0.378,0.667
529,0.616,0,0,0,0,0,23.528,28.558,23.528,28.558,5.407,22.680,27.540,1.440,1.980,1.805,0.434,116.847,0.265,2.448,0,0,NaN,NaN,100,0,1,126,153,126.027,0.805,4.157,0.241,0.427
530,1.361,0,0,0,0,0,28.118,28.898,28.118,28.898,9.455,27.540,27.540,1.440,3.240,2.474,0.700,80.640,0.191,3.546,0,0,NaN,NaN,100,0,1,153,171,66.038,1.440,3.534,0.283,0.400
531,0.032,0,0,0,0,0,89.369,27.810,89.369,27.810,0.509,89.279,27.720,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,496,154,135.000,0.180,1.000,1.000,1.000
532,0.065,0,0,0,0,0,189.898,27.900,189.898,27.900,1.018,189.718,27.720,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,1054,154,135.000,0.255,2.646,0.378,0.667
533,0.032,0,0,0,0,0,196.828,27.810,196.828,27.810,0.509,196.738,27.720,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1093,154,135.000,0.180,1.000,1.000,1.000
534,0.065,0,0,0,0,0,231.028,28.080,231.028,28.080,0.869,230.938,27.900,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1283,155,116.565,0.180,2.000,0.500,1.000
535,0.032,0,0,0,0,0,24.030,28.170,24.030,28.170,0.509,23.940,28.080,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,133,156,135.000,0.180,1.000,1.000,1.000
536,0.032,0,0,0,0,0,183.329,28.170,183.329,28.170,0.509,183.239,28.080,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1018,156,135.000,0.180,1.000,1.000,1.000
537,0.032,0,0,0,0,0,190.888,28.170,190.888,28.170,0.509,190.798,28.080,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1060,156,135.000,0.180,1.000,1.000,1.000
538,0.032,0,0,0,0,0,129.149,28.530,129.149,28.530,0.509,129.059,28.440,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,717,158,135.000,0.180,1.000,1.000,1.000
539,0.032,0,0,0,0,0,218.248,28.530,218.248,28.530,0.509,218.158,28.440,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1212,158,135.000,0.180,1.000,1.000,1.000
540,0.065,0,0,0,0,0,260.908,28.620,260.908,28.620,0.869,260.818,28.440,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1449,158,116.565,0.180,2.000,0.500,1.000
541,0.032,0,0,0,0,0,261.448,28.530,261.448,28.530,0.509,261.358,28.440,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1452,158,135.000,0.180,1.000,1.000,1.000
542,0.713,0,0,0,0,0,26.051,29.217,26.051,29.217,4.793,25.020,28.620,1.800,1.260,1.751,0.518,32.651,0.390,1.939,0,0,NaN,NaN,100,0,1,139,164,21.801,0.759,3.378,0.296,0.550
543,0.032,0,0,0,0,0,197.188,28.710,197.188,28.710,0.509,197.098,28.620,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1095,159,135.000,0.180,1.000,1.000,1.000
544,0.032,0,0,0,0,0,17.910,28.890,17.910,28.890,0.509,17.820,28.800,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,99,160,135.000,0.180,1.000,1.000,1.000
545,0.032,0,0,0,0,0,152.909,28.890,152.909,28.890,0.509,152.819,28.800,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,849,160,135.000,0.180,1.000,1.000,1.000
546,0.032,0,0,0,0,0,198.988,28.890,198.988,28.890,0.509,198.898,28.800,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1105,160,135.000,0.180,1.000,1.000,1.000
547,0.032,0,0,0,0,0,199.348,28.890,199.348,28.890,0.509,199.258,28.800,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1107,160,135.000,0.180,1.000,1.000,1.000
548,0.097,0,0,0,0,0,24.750,29.070,24.750,29.070,1.124,24.480,28.980,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,136,161,161.565,0.180,3.000,0.333,1.000
549,0.032,0,0,0,0,0,29.790,29.070,29.790,29.070,0.509,29.700,28.980,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,165,161,135.000,0.180,1.000,1.000,1.000
550,0.032,0,0,0,0,0,189.808,29.070,189.808,29.070,0.509,189.718,28.980,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1054,161,135.000,0.180,1.000,1.000,1.000
551,0.032,0,0,0,0,0,196.468,29.070,196.468,29.070,0.509,196.378,28.980,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1091,161,135.000,0.180,1.000,1.000,1.000
552,0.097,0,0,0,0,0,197.608,29.250,197.608,29.250,1.378,197.458,28.980,0.360,0.540,0.578,0.214,118.155,0.643,0.649,0,0,NaN,NaN,100,0,1,1097,161,123.690,0.322,2.702,0.370,0.667
553,0.065,0,0,0,0,0,153.179,29.340,153.179,29.340,1.018,152.999,29.160,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,850,162,135.000,0.255,2.646,0.378,0.667
554,0.194,0,0,0,0,0,191.998,29.370,191.998,29.370,1.633,191.698,29.160,0.540,0.540,0.527,0.469,116.565,0.916,0.649,0,0,NaN,NaN,100,0,1,1065,162,123.690,0.540,1.124,0.890,0.800
555,0.356,0,0,0,0,0,22.328,29.642,22.328,29.642,3.476,21.780,29.340,1.260,0.900,1.228,0.369,29.802,0.371,1.548,0,0,NaN,NaN,100,0,1,121,168,35.538,0.599,3.324,0.301,0.537
556,0.130,0,0,0,0,0,30.690,29.610,30.690,29.610,1.527,30.420,29.340,0.540,0.540,0.511,0.323,45.000,0.698,0.649,0,0,NaN,NaN,100,0,1,169,166,33.690,0.483,1.581,0.632,0.615
557,0.032,0,0,0,0,0,128.969,29.430,128.969,29.430,0.509,128.879,29.340,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,716,163,135.000,0.180,1.000,1.000,1.000
558,0.032,0,0,0,0,0,173.609,29.430,173.609,29.430,0.509,173.519,29.340,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,964,163,135.000,0.180,1.000,1.000,1.000
559,0.032,0,0,0,0,0,189.988,29.430,189.988,29.430,0.509,189.898,29.340,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1055,163,135.000,0.180,1.000,1.000,1.000
560,0.032,0,0,0,0,0,26.910,29.610,26.910,29.610,0.509,26.820,29.520,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,149,164,135.000,0.180,1.000,1.000,1.000
561,0.097,0,0,0,0,0,246.688,29.790,246.688,29.790,1.229,246.598,29.520,0.180,0.540,0.609,0.203,90.000,0.809,0.569,0,0,NaN,NaN,100,0,1,1370,164,108.435,0.180,3.000,0.333,1.000
562,0.486,0,0,0,0,0,198.040,30.582,198.040,30.582,3.986,197.818,29.700,0.540,1.620,1.494,0.414,97.541,0.384,1.660,0,0,NaN,NaN,100,0,1,1099,165,102.529,0.540,3.608,0.277,0.698
563,0.032,0,0,0,0,0,229.948,29.790,229.948,29.790,0.509,229.858,29.700,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1277,165,135.000,0.180,1.000,1.000,1.000
564,0.032,0,0,0,0,0,237.688,29.790,237.688,29.790,0.509,237.598,29.700,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1320,165,135.000,0.180,1.000,1.000,1.000
565,0.032,0,0,0,0,0,238.588,29.790,238.588,29.790,0.509,238.498,29.700,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1325,165,135.000,0.180,1.000,1.000,1.000
566,0.130,0,0,0,0,0,261.178,29.970,261.178,29.970,1.378,260.998,29.700,0.360,0.540,0.579,0.285,58.283,0.857,0.649,0,0,NaN,NaN,100,0,1,1450,168,56.310,0.360,2.031,0.492,0.800
567,0.032,0,0,0,0,0,23.130,29.970,23.130,29.970,0.509,23.040,29.880,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,128,166,135.000,0.180,1.000,1.000,1.000
568,0.032,0,0,0,0,0,235.348,29.970,235.348,29.970,0.509,235.258,29.880,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1307,166,135.000,0.180,1.000,1.000,1.000
569,0.065,0,0,0,0,0,5.040,30.240,5.040,30.240,1.018,4.860,30.060,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,27,167,135.000,0.255,2.646,0.378,0.667
570,0.032,0,0,0,0,0,22.770,30.150,22.770,30.150,0.509,22.680,30.060,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,126,167,135.000,0.180,1.000,1.000,1.000
571,0.065,0,0,0,0,0,23.760,30.150,23.760,30.150,0.764,23.580,30.060,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,131,167,153.435,0.180,2.000,0.500,1.000
572,0.065,0,0,0,0,0,171.179,30.150,171.179,30.150,0.764,170.999,30.060,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,950,167,153.435,0.180,2.000,0.500,1.000
573,0.032,0,0,0,0,0,191.788,30.150,191.788,30.150,0.509,191.698,30.060,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1065,167,135.000,0.180,1.000,1.000,1.000
574,0.032,0,0,0,0,0,14.850,30.330,14.850,30.330,0.509,14.760,30.240,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,82,168,135.000,0.180,1.000,1.000,1.000
575,0.583,0,0,0,0,0,192.198,30.810,192.198,30.810,3.775,191.698,30.240,1.260,1.080,1.097,0.677,144.602,0.514,1.371,0,0,NaN,NaN,100,0,1,1065,169,156.801,0.936,1.622,0.617,0.610
576,0.032,0,0,0,0,0,235.708,30.330,235.708,30.330,0.509,235.618,30.240,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1309,168,135.000,0.180,1.000,1.000,1.000
577,0.259,0,0,0,0,0,20.857,30.915,20.857,30.915,2.607,20.700,30.420,0.360,1.080,0.968,0.341,87.568,0.479,1.095,0,0,NaN,NaN,100,0,1,115,169,99.462,0.360,2.837,0.353,0.762
578,0.097,0,0,0,0,0,22.410,30.510,22.410,30.510,1.124,22.140,30.420,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,123,169,161.565,0.180,3.000,0.333,1.000
579,0.065,0,0,0,0,0,28.440,30.510,28.440,30.510,0.764,28.260,30.420,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,157,169,153.435,0.180,2.000,0.500,1.000
